tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
kssd	sample_0	1.2863549999999988	126.00003199999995	0.16923199999999994	0.9821428571428571	0.9322033898305084	0.9565217391304348	55.0	4.0	1.0	59.0	0.9166666666666666	3.8743611268396343	0.9501718083865172	0.08590788274065392
kssd	sample_33	1.3925500000000035	109.00001099999994	0.15631399999999998	0.9827586206896551	0.9344262295081968	0.9579831932773109	57.0	4.0	1.0	61.0	0.9193548387096774	3.849391563080724	0.9363925263259881	0.07931483800519988
kssd	sample_34	1.2631690000000038	113.00001499999996	0.119421	0.9821428571428571	0.9322033898305084	0.9565217391304348	55.0	4.0	1.0	59.0	0.9166666666666666	3.8445768105978995	0.9428673221245331	0.05998315342388828
kssd	sample_35	1.3447929999999997	120.00002399999998	0.15951199999999996	0.9824561403508771	0.9333333333333333	0.9572649572649572	56.0	4.0	1.0	60.0	0.9180327868852459	3.920231087885659	0.9574746405217186	0.08096348948213658
kssd	sample_36	1.273027000000001	125.00000099999998	0.1815299999999999	0.9827586206896551	0.9344262295081968	0.9579831932773109	57.0	4.0	1.0	61.0	0.9193548387096774	3.8190924105438815	0.9290220368539314	0.09253199089819186
kssd	sample_37	1.369772999999998	123.00000499999996	0.21589199999999997	0.9444444444444444	0.9272727272727272	0.9357798165137615	51.0	4.0	3.0	55.0	0.8793103448275862	3.7831061240126234	0.944045815295281	0.11112792590236234
kssd	sample_38	1.2561180000000016	138.00002099999995	0.10887799999999999	0.9827586206896551	0.9344262295081968	0.9579831932773109	57.0	4.0	1.0	61.0	0.9193548387096774	3.83350217445801	0.9325273168479763	0.05511972864881284
kssd	sample_39	1.3388319999999998	109.00001699999994	0.13581700000000002	0.9824561403508771	0.9333333333333333	0.9572649572649572	56.0	4.0	1.0	60.0	0.9180327868852459	3.8267816132869954	0.9346506028330229	0.06933998941140372
kssd	sample_4	1.2995130000000055	121.00002299999997	0.11988500000000003	0.9827586206896551	0.9344262295081968	0.9579831932773109	57.0	4.0	1.0	61.0	0.9193548387096774	3.819764663905482	0.9291855673790247	0.0605271621225225
kssd	sample_40	1.2219020000000018	122.00002499999994	0.11108600000000003	0.9814814814814815	0.9298245614035088	0.954954954954955	53.0	4.0	1.0	57.0	0.9137931034482759	3.768153085651265	0.932007247998485	0.05573646125702311
kssd	sample_41	1.2829969999999995	125.00000799999998	0.12374499999999998	0.9821428571428571	0.9322033898305084	0.9565217391304348	55.0	4.0	1.0	59.0	0.9166666666666666	3.7765840387370435	0.9261923625941239	0.06230022217534483
kssd	sample_42	1.326754	135.00000899999998	0.188071	0.9636363636363636	0.9298245614035088	0.9464285714285715	53.0	4.0	2.0	57.0	0.8983050847457628	3.788550236703729	0.9370522374634316	0.09476743629421842
kssd	sample_43	1.2835419999999997	131.00001299999997	0.154241	0.9827586206896551	0.9344262295081968	0.9579831932773109	57.0	4.0	1.0	61.0	0.9193548387096774	3.9319751329995896	0.9564815810251823	0.07854263216937477
kssd	sample_44	1.3948409999999998	133.00003599999997	0.127161	0.9661016949152542	0.9344262295081968	0.95	57.0	4.0	2.0	61.0	0.9047619047619048	3.8255764680561097	0.9305993310562025	0.06391673397909704
kssd	sample_45	1.3407130000000027	132.00001699999996	0.09510100000000002	1.0	0.9491525423728814	0.9739130434782608	56.0	3.0	0.0	59.0	0.9491525423728814	3.8968622031088507	0.9556901087280251	0.048125527869751716
kssd	sample_46	1.2957099999999984	139.00000999999997	0.13032100000000002	0.9830508474576272	0.9354838709677419	0.9586776859504132	58.0	4.0	1.0	62.0	0.9206349206349206	3.951273257113191	0.9573890473329041	0.06576836410524273
kssd	sample_47	1.2647169999999979	123.00001599999996	0.10810100000000006	1.0	0.95	0.9743589743589743	57.0	3.0	0.0	60.0	0.95	3.9188561051753084	0.9571388156566016	0.054536502037910856
kssd	sample_48	1.2233979999999984	114.00001599999999	0.09246199999999999	0.9821428571428571	0.9322033898305084	0.9565217391304348	55.0	4.0	1.0	59.0	0.9166666666666666	3.829770423116036	0.9392361139049756	0.0464161074364566
kssd	sample_49	1.244955999999999	144.00001299999997	0.090972	1.0	0.95	0.9743589743589743	57.0	3.0	0.0	60.0	0.95	3.813279642018838	0.9313528903266701	0.046224153507359
kssd	sample_5	1.3180299999999985	141.00002499999994	0.09718899999999996	0.9636363636363636	0.9464285714285714	0.9549549549549549	53.0	3.0	2.0	56.0	0.9137931034482759	3.8100333416481544	0.9465094318137276	0.049098471258230095
kssd	sample_50	1.2664990000000051	127.00001399999996	0.14780900000000002	0.9824561403508771	0.9333333333333333	0.9572649572649572	56.0	4.0	1.0	60.0	0.9180327868852459	3.8712766859870293	0.9455180498746284	0.07456548574841683
kssd	sample_51	1.3667669999999976	113.00001299999997	0.12865999999999997	0.9649122807017544	0.9322033898305084	0.9482758620689654	55.0	4.0	2.0	59.0	0.9016393442622951	3.796688566922912	0.9311229189562529	0.06506023608987273
kssd	sample_32	1.2991659999999983	153.00002099999995	0.12725899999999996	0.9636363636363636	0.9298245614035088	0.9464285714285715	53.0	4.0	2.0	57.0	0.8983050847457628	3.8219657224671097	0.9453171551084848	0.06420513110290307
kssd	sample_52	1.2600049999999987	99.00001699999996	0.11580600000000002	1.0	0.9464285714285714	0.9724770642201834	53.0	3.0	0.0	56.0	0.9464285714285714	3.7195536744496995	0.9240319753950239	0.058862936772892324
kssd	sample_31	1.368649	127.00001399999996	0.19209099999999998	0.9824561403508771	0.9333333333333333	0.9572649572649572	56.0	4.0	1.0	60.0	0.9180327868852459	3.905788369149947	0.9539471604779106	0.09821040097386743
kssd	sample_3	1.2620530000000005	123.00000999999997	0.13411500000000007	0.9827586206896551	0.9344262295081968	0.9579831932773109	57.0	4.0	1.0	61.0	0.9193548387096774	3.9209999622724268	0.9538117908321987	0.06775390854902114
kssd	sample_190	1.3087419999999998	119.00002799999993	0.112737	0.9636363636363636	0.9298245614035088	0.9464285714285715	53.0	4.0	2.0	57.0	0.8983050847457628	3.8129852587954236	0.9430959456612704	0.05673960538904705
kssd	sample_191	1.357409999999998	105.00000699999998	0.11466500000000003	0.9821428571428571	0.9322033898305084	0.9565217391304348	55.0	4.0	1.0	59.0	0.9166666666666666	3.8000449030240855	0.9319460471671759	0.05815920400533383
kssd	sample_192	1.2727839999999988	123.00001399999996	0.09810100000000002	0.9827586206896551	0.9344262295081968	0.9579831932773109	57.0	4.0	1.0	61.0	0.9193548387096774	3.8360891953730825	0.9331566285224644	0.04938575519916955
kssd	sample_193	1.30836	135.00002399999994	0.15310200000000004	0.9423076923076923	0.9245283018867925	0.9333333333333333	49.0	4.0	3.0	53.0	0.875	3.734656579013424	0.9406503754209143	0.07736816253267007
kssd	sample_194	1.2714180000000046	114.00001999999996	0.09249000000000002	0.9821428571428571	0.9322033898305084	0.9565217391304348	55.0	4.0	1.0	59.0	0.9166666666666666	3.8159834782256112	0.9358549199662098	0.046702167517832065
kssd	sample_195	1.2179370000000007	112.00002299999996	0.10051000000000004	0.9821428571428571	0.9482758620689655	0.9649122807017544	55.0	3.0	1.0	58.0	0.9322033898305084	3.8449059171013222	0.9469178380572587	0.05094933757243717
kssd	sample_196	1.3524010000000002	109.00002099999996	0.14360699999999998	0.9824561403508771	0.9333333333333333	0.9572649572649572	56.0	4.0	1.0	60.0	0.9180327868852459	3.847557886845331	0.9397249861055094	0.07236888188976377
kssd	sample_197	1.2627329999999997	139.00001299999997	0.14138299999999998	0.9830508474576272	0.9508196721311475	0.9666666666666667	58.0	3.0	1.0	61.0	0.9354838709677419	3.851883731006659	0.9369987643202148	0.07112969448286165
kssd	sample_198	1.2885009999999992	131.00001899999995	0.11922499999999996	0.9824561403508771	0.9333333333333333	0.9572649572649572	56.0	4.0	1.0	60.0	0.9180327868852459	3.8592171885945086	0.9425726462308335	0.06019005365989351
kssd	sample_199	1.3001979999999995	128.00001199999997	0.13267299999999996	0.9821428571428571	0.9322033898305084	0.9565217391304348	55.0	4.0	1.0	59.0	0.9166666666666666	3.8439376854472465	0.9427105791983318	0.06699908747558984
kssd	sample_2	1.3162000000000031	138.00001499999996	0.12601300000000001	0.9655172413793104	0.9333333333333333	0.9491525423728815	56.0	4.0	2.0	60.0	0.9032258064516129	3.8434485031677386	0.938721312961947	0.06346839121708232
kssd	sample_20	1.2961950000000049	130.000001	0.09615099999999999	0.9821428571428571	0.9322033898305084	0.9565217391304348	55.0	4.0	1.0	59.0	0.9166666666666666	3.840876491534383	0.9419598334467658	0.04855451456342548
